h3,addresses
8508a403fffffff,1425
8508a4a7fffffff,854
8508a5dbfffffff,238
8508a5cbfffffff,388
8508a5abfffffff,728
851f66c3fffffff,125
851f66d7fffffff,8270
85089327fffffff,1875
85113407fffffff,2629
85113677fffffff,3418
8511308ffffffff,1455
851130abfffffff,1927
85113033fffffff,917
8508d42ffffffff,1291
85112527fffffff,1617
851121cffffffff,1526
852e6ea7fffffff,338
852e6b83fffffff,31610
852ee613fffffff,244
852e0c4ffffffff,4733
852e012bfffffff,1680
852e0a97fffffff,7138
852e1b87fffffff,2322
852e1863fffffff,1411
852e1a2ffffffff,2891
852ead93fffffff,1427
852e1347fffffff,1706
852ea9d3fffffff,104
852ef67bfffffff,34
859d59c7fffffff,1
859c6a73fffffff,1
859c6e43fffffff,1
859c6633fffffff,1
859d5b07fffffff,1
859d4177fffffff,10
859d4167fffffff,2
859d4303fffffff,1
859d43c3fffffff,6
859d40c7fffffff,7
859d40cffffffff,2
859d400bfffffff,1
859d401bfffffff,1
859d46a7fffffff,24
859d4607fffffff,2
859d4223fffffff,2
859d4207fffffff,2
859d466bfffffff,2
859d436ffffffff,2
859d435bfffffff,2
859d588ffffffff,1
859d5537fffffff,1
859d552ffffffff,8
859d5c5bfffffff,1
859d4613fffffff,1
859d730bfffffff,3
859d54a3fffffff,2
859d73cbfffffff,3
859d7343fffffff,3
859d54bbfffffff,3
859d722bfffffff,1
859d5087fffffff,2
859d5093fffffff,1
859d50c7fffffff,3
859d56a7fffffff,1
859d5683fffffff,1
859d096ffffffff,9
859d766ffffffff,5
859d2b23fffffff,8
859d2b0ffffffff,11
859d0997fffffff,2
859d2b47fffffff,33
85b2c493fffffff,6755
85b2c4a3fffffff,5282
85b2e2bbfffffff,4472
85c2f387fffffff,8923
85c2c6dbfffffff,3000
85c2c6cbfffffff,261
85c2f3affffffff,1866
85c2f32ffffffff,1147
85c2c65bfffffff,24
85c2d497fffffff,12
85c2d44ffffffff,32
85c2c1d3fffffff,11731
85c2c16ffffffff,361
85c2c3affffffff,52
85c2c017fffffff,13
85c2c0cffffffff,37
85c2c2b3fffffff,26
85c2c21bfffffff,35
85c2c06bfffffff,1
85c2c317fffffff,109
85c2ce53fffffff,169
85c2cacbfffffff,76
85c2dc2bfffffff,9
85c2dd67fffffff,4
85c2d993fffffff,12
85c2dd4ffffffff,1
85c2d883fffffff,4
85a964dbfffffff,20
85c2d937fffffff,349
85c2d917fffffff,759
85c2d907fffffff,9
85c2d90ffffffff,4
85c2d867fffffff,20
85a96617fffffff,4
85a966dbfffffff,15
85a9667bfffffff,1288
85a9758bfffffff,141
85a9752ffffffff,39
85c2d573fffffff,1047
85a82597fffffff,3651
85a82a9bfffffff,1486
85a8050ffffffff,1232
85a82bbbfffffff,3169
85a82b03fffffff,1613
85a82aaffffffff,5450
85a82a33fffffff,1587
85a8205bfffffff,709
85a822abfffffff,246
85a82247fffffff,1689
85a82277fffffff,1439
85a8069bfffffff,1277
85a8068ffffffff,106
85a81583fffffff,23336
85a815abfffffff,34
85a8015bfffffff,1506
858a248bfffffff,175
858a24c7fffffff,3
858b1b83fffffff,295
858b1ba3fffffff,909
858b1b03fffffff,960
858b1b77fffffff,415
858b1443fffffff,416
858b16b3fffffff,21
858b167bfffffff,617
858b164ffffffff,288
858b1267fffffff,10
85a84bd3fffffff,6
85a84b1bfffffff,61
85a84b2bfffffff,74
858ba417fffffff,881
858ba5cbfffffff,520
858ba437fffffff,2549
858ba433fffffff,334
85a84a0ffffffff,1
85a8590ffffffff,313
858ba457fffffff,58
858ba477fffffff,26
858ba68bfffffff,686
858ba68ffffffff,443
858ba507fffffff,311
858ba0b7fffffff,39
858b1243fffffff,14
858ba1bbfffffff,9
858ba1d3fffffff,8
858ba1cbfffffff,21
858ba15bfffffff,26
858ba073fffffff,602
858ba04ffffffff,171
858ba2a7fffffff,98
858ba203fffffff,1037
858b1e43fffffff,225
858b132bfffffff,34
858b1e7bfffffff,1954
858b1363fffffff,20
858b136bfffffff,186
858bac9bfffffff,9
858bacbbfffffff,52
858bacd7fffffff,77
858bac8bfffffff,50
858bad1bfffffff,28
85a81d33fffffff,4046
85a81d0ffffffff,3110
85a8ada7fffffff,842
85a85b23fffffff,331
85a85b47fffffff,230
85817583fffffff,60
85812daffffffff,367
85a8da3bfffffff,60
85a8da7bfffffff,145
85a8da43fffffff,76
85812d5bfffffff,75
85812d4bfffffff,64
8581288bfffffff,78
85812813fffffff,5
858128c7fffffff,35
85812837fffffff,21
85812817fffffff,27
858174cbfffffff,237
85812977fffffff,59
8581745bfffffff,40
8581742ffffffff,101
858176b3fffffff,270
85812bb3fffffff,508
85812b83fffffff,89
85817657fffffff,56
8581765bfffffff,24
858b5383fffffff,44
858a2587fffffff,9
858a25affffffff,238
858a219bfffffff,1861
858b534bfffffff,44
858b5e47fffffff,110
858b5e7bfffffff,1199
858a2dabfffffff,8
858a2cd3fffffff,479
858a2c1bfffffff,271
858a21affffffff,54
858a2423fffffff,14
858a2053fffffff,214
858a2007fffffff,296
858a2047fffffff,298
858a2673fffffff,1815
858a98b3fffffff,208
858a9eb7fffffff,456
858a9e9bfffffff,448
858a9ed7fffffff,1498
858a9ec7fffffff,204
858a9e27fffffff,184
858a98a7fffffff,29
858a997bfffffff,3
858a922ffffffff,7
858a926ffffffff,3867
85806c9bfffffff,83
85806d1bfffffff,175
85806d57fffffff,102
85806c33fffffff,153
85806c03fffffff,343
858061b7fffffff,45
85806c6bfffffff,400
8580688bfffffff,295
85806a83fffffff,410
85814a03fffffff,871
85814a73fffffff,323
85814a77fffffff,125
8580648bfffffff,13
85a8aedbfffffff,879
85a8ae23fffffff,1692
85a8869bfffffff,52949
85a88637fffffff,3557
85a8804bfffffff,2739
858125b3fffffff,3829
85812557fffffff,2003
85812527fffffff,160
8581256bfffffff,9171
8581ad93fffffff,3803
8581ad1bfffffff,237
8581acc3fffffff,5737
85803293fffffff,2961
8580366ffffffff,2773
85818e37fffffff,3629
85800d5bfffffff,81
858008bbfffffff,93
8549ab47fffffff,10753
8549b54ffffffff,7565
8549b033fffffff,13614
8549b05bfffffff,857
85498353fffffff,3040
8529abc3fffffff,1141
8529aa73fffffff,93
8529aa6ffffffff,3375
8529ab47fffffff,72
85283663fffffff,6763
85298d8ffffffff,157
85298d2ffffffff,5422
8528326bfffffff,785
85281487fffffff,3509
85281557fffffff,117
8528157bfffffff,672
85281083fffffff,409
8528108ffffffff,366
852810c7fffffff,827
85280247fffffff,104
85280243fffffff,126
852811b7fffffff,25
85281c73fffffff,497
85281c4bfffffff,66
8528112ffffffff,153
852811cffffffff,243
85281143fffffff,107
852813b3fffffff,15
8528144bfffffff,258
852810cffffffff,805
8528104ffffffff,1618
85281227fffffff,131
8528122bfffffff,151
85281c6ffffffff,1602
852818d3fffffff,25950
852818dbfffffff,1512
852818c7fffffff,103
8548e82bfffffff,944
8548d6cffffffff,16
8548d643fffffff,245
85488b27fffffff,64
8548d65bfffffff,33
8548d043fffffff,11
8548d05bfffffff,6177
8548d063fffffff,10
8548d07bfffffff,23
8526da1bfffffff,478
8548d2cffffffff,72
85499d2ffffffff,3464
854999bbfffffff,212
854998affffffff,326
85499957fffffff,689
85499927fffffff,1439
8548a45bfffffff,1344
8548817bfffffff,1426
85488e9bfffffff,64462
8548807bfffffff,19
85488203fffffff,83
85488343fffffff,115
85489c9bfffffff,3119
8526c8a3fffffff,3095
8526e503fffffff,2629
8526e5d7fffffff,402
8526e59bfffffff,170
8526eb67fffffff,245
854449a3fffffff,5682
8526ebb3fffffff,1386
8526ebb7fffffff,2361
85444963fffffff,613
85444b87fffffff,1173
8526eb9bfffffff,1295
85260aabfffffff,409
85260ab3fffffff,631
85261dcbfffffff,271
85261ca7fffffff,102
85260ac7fffffff,11481
85260e77fffffff,13837
85288c57fffffff,35
85288d4bfffffff,2482
85288c6bfffffff,604
8528d6bbfffffff,3848
8528896ffffffff,31
8528d6cbfffffff,22
8528d117fffffff,285
8528d12bfffffff,389
852796abfffffff,59
8527944ffffffff,15
8527945bfffffff,68
8512c92ffffffff,29
852794c7fffffff,26
8512cd67fffffff,61
8527b25bfffffff,41
8527b257fffffff,24
8512cd37fffffff,158
8527b253fffffff,33
8512cd13fffffff,36
8527b2d7fffffff,133
8527b667fffffff,18
8527b6affffffff,7
8527951bfffffff,18
852795d7fffffff,22
852795a3fffffff,208
852795b3fffffff,9
8527b32bfffffff,4
85278653fffffff,5
8527862ffffffff,3
8527b3c7fffffff,22
8527b073fffffff,1059
8527b507fffffff,44
85279983fffffff,9
85279993fffffff,6
85279d23fffffff,53
85279d27fffffff,16
85279d8bfffffff,32
85279db3fffffff,19
85278e5bfffffff,280
85278327fffffff,5318
85278e43fffffff,32
85278ab3fffffff,20
85278e23fffffff,29
8527806ffffffff,3
85278067fffffff,9
85278397fffffff,14
85278ec7fffffff,13
85278e8bfffffff,13
85278e9bfffffff,16
85278167fffffff,186
85278c57fffffff,123
85278127fffffff,3
85278113fffffff,16
8527889bfffffff,51
85278c2bfffffff,26
85278dcbfffffff,50
85278dc7fffffff,35
85278d17fffffff,28
85278da3fffffff,19
85278c17fffffff,47
85278c13fffffff,47
85278c8bfffffff,25
85278dd3fffffff,52
8527ababfffffff,55
8527abb3fffffff,2070
852780c7fffffff,2863
8527846bfffffff,1
8527854ffffffff,44
85278087fffffff,11
8527854bfffffff,18
8527842ffffffff,25
8527855bfffffff,80
85278557fffffff,21
85278403fffffff,21
852785dbfffffff,51
852784abfffffff,17
85278533fffffff,60
852785bbfffffff,29
8527a297fffffff,65
8527a3bbfffffff,88
8527a39bfffffff,187
8527a003fffffff,105
8527ae17fffffff,1076
8527aebbfffffff,23
8527ac4ffffffff,302
8527a817fffffff,5
8527a11bfffffff,1
8527acb3fffffff,3
85271263fffffff,78
8512eb37fffffff,9
8527b6dbfffffff,27
8512e83bfffffff,49
8527b443fffffff,11
8512e90bfffffff,1
8527b4cbfffffff,15
85125a6bfffffff,7
8512ed6bfffffff,20
85125b53fffffff,12
85125bcffffffff,1
85125b07fffffff,29
85125ba3fffffff,8
851258c7fffffff,82
8512586ffffffff,1
85125d43fffffff,63
85125353fffffff,47
85125373fffffff,67
858041a7fffffff,155
85804cc7fffffff,326
85804c23fffffff,57
855f024ffffffff,14
855f1e93fffffff,2007
855f1e9bfffffff,1234
855f16cbfffffff,165
855f161bfffffff,472
85804eb7fffffff,7
85804e17fffffff,11
855e405bfffffff,963
855e436ffffffff,30139
8544f58ffffffff,8
8544e287fffffff,14927
8544e66ffffffff,43
8544e213fffffff,75
852649a7fffffff,18309
852649bbfffffff,2988
8544cddbfffffff,691
852668b3fffffff,111037
852a91affffffff,5165
852a8a43fffffff,1358
852ab4d3fffffff,5708
852b9a4ffffffff,6306
85276d0ffffffff,1942
852aadabfffffff,13083
852aa607fffffff,2377
8534690bfffffff,856
853469d7fffffff,3392
85346983fffffff,1753
85391007fffffff,23565
8539108ffffffff,1
85391d83fffffff,641
85391db3fffffff,5162
85390e4bfffffff,2692
853903affffffff,6492
85390ecffffffff,472
85390adbfffffff,9
85390a03fffffff,3090
85390a9bfffffff,713
8539084ffffffff,900
85390aa7fffffff,2262
85390843fffffff,1139
8539222bfffffff,21388
851871a3fffffff,20869
85184493fffffff,7399
8518635bfffffff,5923
85b916c7fffffff,19791
85b9163bfffffff,32
85be75b3fffffff,410
85be621bfffffff,17
85be62c3fffffff,830
85be7577fffffff,8
85be71c7fffffff,3017
85be7157fffffff,213
85be71d3fffffff,591
85be71cffffffff,217
85be74a7fffffff,2984
85be7443fffffff,7
85be76bbfffffff,91
85be7683fffffff,1052
85be7077fffffff,898
85be7073fffffff,583
85be701bfffffff,846
85be72b7fffffff,113
85be7667fffffff,338
85be72abfffffff,377
85be72d7fffffff,102
85be72cbfffffff,112659
85be55d3fffffff,77
85be55cbfffffff,73
85be5417fffffff,118
85be56b7fffffff,217
85be724ffffffff,160
85be09b3fffffff,604
85be0937fffffff,359
85be092ffffffff,168
85be0967fffffff,5878
85be765bfffffff,4461
85bb0baffffffff,465
85bb0ab7fffffff,87
85bb0a93fffffff,9
85bb0bd3fffffff,6
85bb0b43fffffff,107
85bb0a63fffffff,105
85ba24d7fffffff,505
85ba241bfffffff,269
85bb5387fffffff,3516
85bb53abfffffff,1716
859d4987fffffff,1
859d48a7fffffff,1
859d48cffffffff,1
859d4e2ffffffff,1
859d4e3bfffffff,1
859d4b6ffffffff,1
859d4a3bfffffff,2
859d5daffffffff,12
859d50b7fffffff,2
859d5427fffffff,5
859d543bfffffff,2
859d50a7fffffff,2
859c7447fffffff,1
859c2d7bfffffff,1
859d52a7fffffff,2
859c2ddbfffffff,513
859c2cbbfffffff,1
859c25a7fffffff,1
859c2587fffffff,2
859d0b2ffffffff,1
859c21b7fffffff,1
859c250ffffffff,4
859c2133fffffff,10
859c21a3fffffff,1
859c2117fffffff,3
859c212bfffffff,2
859c2143fffffff,1312
859c21cbfffffff,9
859c2ed3fffffff,81
859c23a7fffffff,343
859c2397fffffff,629
859c2313fffffff,68071
859c23c7fffffff,1283
859c206ffffffff,5
859c5d27fffffff,1
859c7673fffffff,1
859c0e77fffffff,6
859c2a53fffffff,1
859c2377fffffff,485
859c236ffffffff,1875
859c054ffffffff,8
859c012ffffffff,1
859c0ec3fffffff,2
859c0a0bfffffff,1
859d0983fffffff,2
859d0913fffffff,7
859d08a7fffffff,1
859d0837fffffff,1
859d0883fffffff,3
859d095bfffffff,2
859d0b93fffffff,2
859d08c3fffffff,30
859d0c5bfffffff,279
8539638bfffffff,12790
851ea22bfffffff,9466
851e8487fffffff,1705
851ea35bfffffff,4738
851f9317fffffff,5303
851f9333fffffff,5541
851f93a3fffffff,19404
851fa62bfffffff,8019
851fa6abfffffff,152177
851f8e2ffffffff,1571
851f8a3bfffffff,10
851f8ab7fffffff,148
851f887bfffffff,2870
851f8e27fffffff,1719
851f8e37fffffff,1006
851f8ea7fffffff,5191
851f80cbfffffff,6020
851f847bfffffff,3142
851f80cffffffff,7057
851f80c7fffffff,13207
851f8593fffffff,24893
851fa32ffffffff,13233
851fa42ffffffff,39189
851f1613fffffff,6976
851f0613fffffff,16726
851f00c3fffffff,325
851f3113fffffff,4830
851e10cffffffff,1795
851eadbbfffffff,6382
851eadabfffffff,375
851e0caffffffff,1505
851e0cb7fffffff,456
851e0ddbfffffff,384
851e24a7fffffff,7866
851e2593fffffff,2494
851e258ffffffff,3542
851f0b57fffffff,4496
851f0b07fffffff,3460
85099c83fffffff,517
85099c97fffffff,2575
85099163fffffff,45
851f2603fffffff,13341
851f268bfffffff,3822
851f5e4ffffffff,3105
851f5adbfffffff,7951
851f5e9bfffffff,2428
851f5e8bfffffff,2387
851f5123fffffff,2772
851f5197fffffff,238
851f4247fffffff,3042
851f460ffffffff,7897
85112673fffffff,3387
8511260ffffffff,2675
8511266bfffffff,368
8511262ffffffff,2593
85112093fffffff,4688
854ba18bfffffff,4
854a2657fffffff,35490
854a268bfffffff,166
854b0b6ffffffff,1130
854b73b7fffffff,898
854b71c3fffffff,7836
854b7563fffffff,18841
854b7567fffffff,1199
852e6ecbfffffff,10834
852e63affffffff,1383
852e76cffffffff,7719
852e76c3fffffff,1716
852e2bb7fffffff,43622
852e0da7fffffff,910
852e0d93fffffff,4113
852e0dcffffffff,1835
8594ea03fffffff,1
8594ea83fffffff,1
8594e83bfffffff,2
8594ed0ffffffff,2
8594ed03fffffff,1
859c4d2bfffffff,1
859c497bfffffff,17
859c4d47fffffff,1
859c4d7bfffffff,1
85bec553fffffff,7
85bec11bfffffff,2
85bec153fffffff,2
85a92883fffffff,83
85a928dbfffffff,1446
85a92817fffffff,117
85a92a9bfffffff,991
85a92e53fffffff,610
85a9050bfffffff,504
85c2db4bfffffff,59
85c2da2bfffffff,88
85c2da6bfffffff,158
85a97483fffffff,95
85a975cffffffff,65
85a97423fffffff,308
85a92903fffffff,139
85a9295bfffffff,366
85a9297bfffffff,1956
85a97617fffffff,824
85a976c3fffffff,306
85a97547fffffff,60
85a97087fffffff,200
85a970c7fffffff,198
85a918abfffffff,14458
85a918affffffff,15351
85a9182bfffffff,9450
85a955dbfffffff,1845
85a95407fffffff,4116
85a919affffffff,230
85a8269bfffffff,281
85a826b7fffffff,3136
85a826a3fffffff,94
85a8159bfffffff,808
85a8767bfffffff,1198
85a8728bfffffff,120
85a87063fffffff,84
85a8720ffffffff,80
85a87263fffffff,52
85a8727bfffffff,36
85a8460bfffffff,416
85a8733bfffffff,437
85a8732ffffffff,163
85a84647fffffff,106
85a84297fffffff,20
85a8ad97fffffff,3012
85a8c67bfffffff,503
85814513fffffff,84
8581441bfffffff,302
85814437fffffff,101
8581450ffffffff,53
8581450bfffffff,119
8581454ffffffff,106
858140bbfffffff,334
858140a3fffffff,35
85814457fffffff,132
8581444ffffffff,220
8581716ffffffff,150
858146c3fffffff,40
85814057fffffff,308
85814043fffffff,372
8581405bfffffff,203
85814607fffffff,185
85814677fffffff,104
8581467bfffffff,56
8581700bfffffff,5
85817077fffffff,47
85817067fffffff,32
858173cffffffff,52
858172c3fffffff,2
858172cbfffffff,5
858109a3fffffff,128
85817307fffffff,11
8581733bfffffff,25
85817327fffffff,107
858154abfffffff,63
85815597fffffff,39
858155b3fffffff,1071
858155abfffffff,101
858154affffffff,36
85815433fffffff,8
8581093bfffffff,4
8581544ffffffff,12
8581546ffffffff,26
85815603fffffff,44
8581561bfffffff,18
8581418ffffffff,35
8581407bfffffff,150
85814063fffffff,1190
858143dbfffffff,161
858142d7fffffff,2085
85814213fffffff,447
8581430bfffffff,59
858054c7fffffff,126
85a8a21bfffffff,75570
85a8a207fffffff,19397
85a8995bfffffff,3375
85a89b97fffffff,4572
85a8986ffffffff,1154
85a89aa7fffffff,261
85a5921bfffffff,359
85a89a53fffffff,2410
85a59213fffffff,2536
858111affffffff,2894
8581115bfffffff,4057
8581114ffffffff,2157
8581114bfffffff,19454
8581368ffffffff,277
85811a3bfffffff,7187
85811a2bfffffff,284
85811a6ffffffff,420
858025b3fffffff,250
85802437fffffff,5
858152cffffffff,18
85802527fffffff,175
858021b3fffffff,84
858021c7fffffff,229
8580208ffffffff,80
858020bbfffffff,12
858020abfffffff,3
85802043fffffff,128
85802c47fffffff,832
85802eb3fffffff,1276
858011b3fffffff,61467
858011a7fffffff,6615
8549a853fffffff,8867
8549a85bfffffff,7201
8549ae73fffffff,31
85498557fffffff,147
854988dbfffffff,34514
85499d97fffffff,4497
8548067bfffffff,321
854802b7fffffff,6617
854803dbfffffff,614
85489e4bfffffff,2195
854449dbfffffff,782
85444e77fffffff,8
85444ac7fffffff,725
85445d37fffffff,489
8548cd33fffffff,143
85268c9bfffffff,2289
85265317fffffff,752
8526e523fffffff,648
85265667fffffff,72
85262b63fffffff,1668
8526730bfffffff,590
85267387fffffff,1951
85267383fffffff,1686
85267073fffffff,1115
852673a3fffffff,1346
852646d7fffffff,1167
85267143fffffff,787
85264693fffffff,1305
85267107fffffff,3137
85267133fffffff,1280
852671abfffffff,711
85267113fffffff,852
85267623fffffff,818
8528d3d3fffffff,135
8528d31bfffffff,2
8528debbfffffff,1455
8566f507fffffff,10338
8566f58ffffffff,13882
8566f583fffffff,1835
8566f59bfffffff,1139
8566c497fffffff,1788
8566e28bfffffff,1971
8566e1c3fffffff,7530
8566091bfffffff,171
85660c2bfffffff,985
85660c33fffffff,536
85660ca7fffffff,1057
856621c7fffffff,191
8544e103fffffff,16225
8544ecabfffffff,479
8544ec0ffffffff,1422
8544ec5bfffffff,850
8544ec43fffffff,1547
8544e897fffffff,2111
8544f687fffffff,1406
8544c8a3fffffff,2664
8544c8a7fffffff,2984
8544c833fffffff,2773
8544c91bfffffff,27591
8544c943fffffff,2429
8544c947fffffff,1482
8544cb9bfffffff,4674
8544cbbbfffffff,1098
8544c123fffffff,2917
8544c8cbfffffff,2297
8544caa3fffffff,42055
8544cabbfffffff,3777
852a920ffffffff,4439
852a9207fffffff,4294
852a92abfffffff,3519
852a93c3fffffff,4211
852a92bbfffffff,1926
852a9043fffffff,3352
852a96b7fffffff,2664
852a947bfffffff,3760
852a89abfffffff,1702
852a8957fffffff,7696
852af347fffffff,2391
852af227fffffff,4492
852af23bfffffff,3201
852af237fffffff,1276
852af21bfffffff,3742
852b0c4bfffffff,2791
853434cbfffffff,745
853434d3fffffff,487
85351b53fffffff,17952
85342607fffffff,5010
85344cbbfffffff,2920
85391807fffffff,2729
853918abfffffff,8718
85390453fffffff,7213
85392eaffffffff,3345
85392847fffffff,7521
85392873fffffff,3315
852755a3fffffff,3263
852763bbfffffff,937
85277623fffffff,17
852770dbfffffff,842
852774affffffff,33
85272917fffffff,2
85277483fffffff,13
85276ec7fffffff,223
85276d43fffffff,22
85276143fffffff,5
852b9e57fffffff,5757
852b9e03fffffff,1300
852b9e13fffffff,242
852b9eabfffffff,2523
852b9eb3fffffff,1693
852b9143fffffff,9375
852ba167fffffff,174
852ba12ffffffff,12161
85186a17fffffff,9542
85184573fffffff,129
85184527fffffff,31766
85a7266bfffffff,210
85a72257fffffff,10
85a73527fffffff,43
85a73523fffffff,29
85c9966bfffffff,697
85a734affffffff,20
85a735cbfffffff,651
85a73477fffffff,20
85a7354bfffffff,25
85a73087fffffff,17
85a73447fffffff,22
85a736b3fffffff,175
85a72273fffffff,4
85a70443fffffff,4
85a700cbfffffff,7
85a7030bfffffff,278
85a70237fffffff,12
85a7224bfffffff,31
85a731b3fffffff,146
85a73193fffffff,24
85a704dbfffffff,9
85a731cffffffff,157
85a731cbfffffff,16
85a73143fffffff,7
85a7338ffffffff,12
85a706cbfffffff,11
85a73323fffffff,13
85a73617fffffff,14
85a7339bfffffff,11
85a733d3fffffff,11
85a73347fffffff,1
85a73207fffffff,1
85a7060bfffffff,14
85a7024bfffffff,4
85c994b3fffffff,14
85c99417fffffff,14
85c994cffffffff,463
85c9b277fffffff,4
85c99683fffffff,14
85b86ddbfffffff,14
85c9b667fffffff,33
85c9b2d3fffffff,11
85b86c87fffffff,11
85c9b603fffffff,5
85c9b613fffffff,10
85c9b6d7fffffff,7
85b869bbfffffff,20
85b86917fffffff,16
85b86903fffffff,15
85b8698bfffffff,8
85b868bbfffffff,4
85a7368bfffffff,17
85b86bb3fffffff,22
85b86533fffffff,19
85b8652ffffffff,11
85b8651bfffffff,79
85b861c3fffffff,7
85b86473fffffff,7
85b8638ffffffff,2
85b86b6ffffffff,1
85b84317fffffff,1
85a631affffffff,1
85a6141bfffffff,1
85a7a183fffffff,2
85b85d47fffffff,1
85b8588ffffffff,1
85a786affffffff,2
85b82e43fffffff,3
85b91e77fffffff,19
85b91ac7fffffff,13
85b834b7fffffff,5
85b834affffffff,27
85b834a3fffffff,25
85b83553fffffff,1
85b8340ffffffff,1
85b834c3fffffff,1
85b9a9a3fffffff,1
85b80547fffffff,1
85b8a9cbfffffff,909
85b880b3fffffff,3
858c230bfffffff,24
85a79dc7fffffff,1
85a79aa3fffffff,1
85949073fffffff,1
85948113fffffff,2
8594aad7fffffff,1
85948817fffffff,43
85948dd7fffffff,1
8594d51bfffffff,1
85b88e23fffffff,189
85b8830bfffffff,119
85b89d77fffffff,98
85b89c03fffffff,1
8594c02ffffffff,1
85b89a0bfffffff,1
859c6daffffffff,1
859c692ffffffff,9
8594c933fffffff,1
859c6b87fffffff,1
859c6b23fffffff,1
8594e34bfffffff,5
859c4b23fffffff,3
85945a37fffffff,1
85945b7bfffffff,1
85945147fffffff,7
859450a7fffffff,8169
859443d3fffffff,7
85bf4913fffffff,1903
85d89257fffffff,875
85d8924bfffffff,46
85be697bfffffff,505
85be6b2bfffffff,88
85be4d83fffffff,47
85be4d8ffffffff,64
85b91583fffffff,7
85b9336ffffffff,72
85b9118ffffffff,3
85b91e83fffffff,4
85be0d33fffffff,346
85be0d8bfffffff,124
85be0d2ffffffff,735
85be0d4ffffffff,1256
85be09cbfffffff,108
85be0833fffffff,13
85be1d37fffffff,35138
85be1d33fffffff,12059
85be1d2bfffffff,2236
85bee433fffffff,184
85bee407fffffff,126
85bee46ffffffff,46
85bee0d3fffffff,38
85bee693fffffff,2506
85bee69bfffffff,442
85be1957fffffff,1
85bee16ffffffff,13
85beee47fffffff,5
85beead7fffffff,2
85beee5bfffffff,5
85bee38ffffffff,10
85bee3c7fffffff,24
85bee2a3fffffff,45
85bec5d7fffffff,5
85bec093fffffff,9
85bee28ffffffff,141
85bee60bfffffff,85
85bee66bfffffff,23
85bee277fffffff,21
85bee24ffffffff,25
85bef18ffffffff,14
85bef1c7fffffff,34
85bef12ffffffff,14
85bef3a7fffffff,19
85bef09bfffffff,89
85bef0c7fffffff,52
85bef03bfffffff,76
85bef077fffffff,158
85bef393fffffff,21
85be1d63fffffff,185
85bb0ba7fffffff,1929
85bb509bfffffff,4901
85bb546bfffffff,1049
85bb56a3fffffff,655
85bb56affffffff,402
851e9a4ffffffff,19429
85186d67fffffff,3360
85186d3bfffffff,11604
85186dabfffffff,3290
851f945bfffffff,8514
851868c7fffffff,42770
85186c2bfffffff,4364
851fb6c3fffffff,10447
85186577fffffff,4563
85186527fffffff,3417
8519493bfffffff,8046
851f9e03fffffff,2450
851f9e17fffffff,4702
851f9133fffffff,15671
851f8423fffffff,2356
851fac6bfffffff,13392
851fa88bfffffff,4486
851fa883fffffff,8928
85196823fffffff,88924
851e1363fffffff,6155
851ead93fffffff,3394
851e0203fffffff,2382
851e004ffffffff,11164
851e2823fffffff,4559
851fad27fffffff,11949
851e249bfffffff,2585
851f0a17fffffff,1199
851f009bfffffff,10684
851f0e5bfffffff,92
851f50cffffffff,8054
8508a493fffffff,287
85098b47fffffff,5405
85098b3bfffffff,518
850816d3fffffff,151
8509ababfffffff,190
85098d8ffffffff,238
85098dabfffffff,264
8508366ffffffff,1937
8508362ffffffff,908
85083243fffffff,1746
8508324bfffffff,3
8508328bfffffff,1114
850832a3fffffff,1244
8508306ffffffff,47
850833cbfffffff,746
850989affffffff,214
85083263fffffff,141
85098923fffffff,27
850814c3fffffff,27
850814abfffffff,526
8508336bfffffff,1747
8508169bfffffff,267
85081473fffffff,437
8508146ffffffff,168
85081477fffffff,24
851f654ffffffff,492
851f6573fffffff,499
851f64a7fffffff,2552
851f6513fffffff,838
851f6583fffffff,966
8508de23fffffff,373
8508dad3fffffff,183
8508de6ffffffff,173
8508d8cbfffffff,606
8508d8cffffffff,262
8508d853fffffff,174
8508d85bfffffff,115
8508d877fffffff,324
8508d8a7fffffff,27
8508cad3fffffff,56
8508ca43fffffff,76
85095a23fffffff,373
85095b57fffffff,250
85095b0ffffffff,69
85095bb7fffffff,1859
85095baffffffff,1372
8509590ffffffff,387
8508ecd3fffffff,3
8508ec13fffffff,3
8508ed8bfffffff,4812
8508ed17fffffff,854
85094b5bfffffff,22
85094b0ffffffff,114
85094b3bfffffff,128
8508ec6ffffffff,6
8508e9c3fffffff,1
85012587fffffff,9
8508e947fffffff,5
8508e907fffffff,242
850125cbfffffff,96
85012557fffffff,6
8508c1abfffffff,46
8501240ffffffff,23
8508eb77fffffff,5
8508eb67fffffff,12
850124d3fffffff,27
85012443fffffff,78
8508c12bfffffff,83
8508cd53fffffff,152
8508c8d3fffffff,411
8508c8affffffff,345
8508cdbbfffffff,2
85012637fffffff,223
85012643fffffff,8
8501206bfffffff,9
850122affffffff,22
8501228ffffffff,2
850122cbfffffff,11
85012247fffffff,74
8508c957fffffff,12
8508c907fffffff,7
85013517fffffff,302
85013503fffffff,280
8501351bfffffff,2712
85013547fffffff,179
85013537fffffff,276
8501224ffffffff,8
8501352bfffffff,99
850130a7fffffff,51
8541037bfffffff,300
8541034bfffffff,13208
852e605bfffffff,74022
852e2827fffffff,8304
852e0cb3fffffff,43608
852e0c0bfffffff,30504
852e0c43fffffff,320
